EHA_PtID,PtName,County,State,Lat,Lon,Pt_Own,OwType,Dam_Own,Type,EIA_PtID,FC_Dock,FcIssue,FcExpire,Mode,Pm_Type,Number_of_Units,CH_MW,CH_MWh,CH_Pf,CH_OpYear,PS_MW,PS_MWh,PS_Pf,PS_OpYear,Water,HUC,NID_ID,ReEDSPCA,NERC,BACode,Sector,Trans
hc1281_p01,McSwain,Mariposa,CA,37.521,-120.311,Merced Irrigation District,Publicly Owned Utility,Merced Irrigation District,HY,410,P-2179,23470,41694,,FERC License,1,9,38579.13,48.93345,1967,,,,,Merced River,1804000808,CA00242,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1282_p01,Exchequer,Mariposa,CA,37.585,-120.27,Merced Irrigation District,Publicly Owned Utility,Merced Irrigation District,HY,409,P-2179,23470,41694,,FERC License,1,94.5,247241.7,29.8666,1967,,,,,Merced River,1804000808,CA00240,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1283_p01,Menomonie,Dunn,WI,44.8838,-91.9298,Northern States Power Co,Investor-Owned Utility,Northern States Power Co,HY,4009,P-2181,38492,49425,Run-of-river/Peaking,FERC License,2,5.4,23315.71,49.28909,1958,,,,,Red Cedar,705000710,WI00737,46,MRO,MISO,Electric Utility,Northern States Power Co
hc1284_p01,Markham Ferry,Mayes,OK,36.2342,-95.1824,Grand River Dam Authority,State,Grand River Dam Authority,HY,2980,P-2183,38933,49883,Peaking,FERC License,4,128.4,226531.9,20.14004,1964,,,,,Neosho River,1107020905,OK00134,51,SPP,SWPP,Electric Utility,Grand River Dam Authority
hc1285_p01,Georgetown,Clear Creek,CO,39.6919,-105.698,Public Service Co of Colorado,Investor-Owned Utility,Public Service Co of Colorado,HY,472,P-2187,35118,49821,Peaking,FERC License,2,1.2,3959.53,37.66676,1906,,,,,South Clear Creek,1019000401,CO00195,33,WECC,PSCO,Electric Utility,Public Service Co of Colorado
hc1286_p01,Morony,Cascade,MT,47.5813,-111.06,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2191,P-2188,36791,51375,Reregulating,FERC License,2,63,258126.8,46.77227,1930,,,,,Missouri River,1003010212,MT00563,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1287_p01,Ryan,Cascade,MT,47.5691,-111.125,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2194,P-2188,36791,51375,Intermediate Peaking,FERC License,6,52.8,409991.7,88.64148,1915,,,,,Missouri River,1003010212,MT00555,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1288_p01,Cochrane,Cascade,MT,47.5527,-111.148,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2182,P-2188,36791,51375,Intermediate Peaking,FERC License,2,60.4,258006.7,48.76295,1958,,,,,Missouri River,1003010212,MT00556,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1289_p01,Rainbow,Cascade,MT,47.5346,-111.204,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2193,P-2188,36791,51375,Run-of-river/Upstream Peaking,FERC License,1,59,275733.7,53.34992,2013,,,,,Missouri River,1003010212,MT00557,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1290_p01,Black Eagle,Cascade,MT,47.5197,-111.263,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2181,P-2188,36791,51375,Run-of-river/Upstream Peaking,FERC License,3,24,126753.6,60.28995,1927,,,,,Missouri River,1003010212,MT00558,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1291_p01,Holter,Lewis and Clark,MT,46.9913,-112.004,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2186,P-2188,36791,51375,Run-of-river/Upstream Peaking,FERC License,4,38.4,268536.4,79.83032,1918,,,,,Missouri River,1003010120,MT00559,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1292_p01,Hauser,Lewis and Clark,MT,46.7649,-111.886,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2185,P-2188,36791,51375,Run-of-river/Upstream Peaking,FERC License,5,17.7,121813.2,97.92691,1911,,,,,Missouri River,1003010116,MT00560,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1293_p01,Madison,Madison,MT,45.47,-111.637,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,6422,P-2188,36791,51375,Run-of-river/Upstream Peaking,FERC License,4,8.8,61051.59,79.19727,1906,,,,,Madison River,1002000715,MT00561,17,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1294_p01,Biron,Wood,WI,44.435,-89.7783,Consolidated Water Power Co,Investor-Owned Utility,Consolidated Water Power Co,HY,3971,P-2192,37827,48756,Run-of-river,FERC License,8,5.6,29724.29,60.59257,1896,,,,,Wisconsin River,707000303,WI00815,76,MRO,MISO,Electric Utility,Consolidated Water Power Co
hc1295_p01,Bar Mills,York,ME,43.6131,-70.5537,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1481,P-2194,39681,54266,Intermediate Peaking,FERC License,2,4,15989.41,45.63188,1956,,,,,Saco River,106000211,ME00034,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1296_p01,North Fork,Clackamas,OR,45.2439,-122.28,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,3047,P-2195,40528,53382,Run-of-river,FERC License,2,40.8,188589.8,52.76598,1958,,,,,Clackamas River,1709001104,OR00550,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1297_p01,Faraday,Clackamas,OR,45.2672,-122.32,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,3045,P-2195,40528,53382,Run-of-river,FERC License,6,19.2,155773.3,48.58563,1907,,,,,Clackamas River,1709001106,OR00245,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1298_p01,River Mill,Clackamas,OR,45.2981,-122.347,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,3049,P-2195,40528,53382,Run-of-river,FERC License,5,18.8,101410.4,61.57726,1911,,,,,Clackamas River,1709001106,OR00552,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1299_p01,Oak Grove,Clackamas,OR,45.0749,-121.969,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,6505,P-2195,40528,53382,Run-of-river,FERC License,2,51,220472.1,49.34912,1924,,,,,Oak Grove River,1709001103,OR00546,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1300_p01,Falls,"Stanly, Montgomery",NC,35.3953,-80.0756,"CUBE YADKIN GENERATION, LLC.",Wholesale Power Marketer,"CUBE YADKIN GENERATION, LLC.",HY,54895,P-2197,42630,56700,Run-of-river/Upstream Peaking,FERC License,3,31.4,108500.1,39.44541,1919,,,,,Yadkin River,304010306,NC00548,98,SERC,YAD,Electric Utility,"Duke Energy Carolinas, LLC"
hc1301_p01,Narrows,"Stanly, Montgomery",NC,35.4197,-80.0931,"CUBE YADKIN GENERATION, LLC.",Wholesale Power Marketer,"CUBE YADKIN GENERATION, LLC.",HY,54894,P-2197,42630,56700,Run-of-river/Upstream Peaking,FERC License,4,108.8,406147.9,42.61389,1917,,,,,Yadkin River,304010306,NC00549,97,SERC,YAD,Electric Utility,"Duke Energy Carolinas, LLC"
hc1302_p01,Tuckertown,"Stanly, Montgomery",NC,35.4851,-80.1764,"CUBE YADKIN GENERATION, LLC.",Wholesale Power Marketer,"CUBE YADKIN GENERATION, LLC.",HY,54897,P-2197,42630,56700,Run-of-river/Upstream Peaking,FERC License,3,42,112794.7,30.65738,1962,,,,,Yadkin River,304010306,NC00550,97,SERC,YAD,Electric Utility,"Duke Energy Carolinas, LLC"
hc1303_p01,High Rock,"Davidson, Rowan",NC,35.6007,-80.2349,"CUBE YADKIN GENERATION, LLC.",Wholesale Power Marketer,"CUBE YADKIN GENERATION, LLC.",HY,54896,P-2197,42630,56700,Peaking,FERC License,3,33,119156.8,41.21932,1927,,,,,Yadkin River,304010306,NC00388,97,SERC,YAD,Electric Utility,"Duke Energy Carolinas, LLC"
hc1304_p01,Williams Fork Hydro Plant,Grand,CO,40.0353,-106.205,Denver City & County of,Publicly Owned Utility,Denver City & County of,HY,10422,P-2204,38984,,,FERC Exemption,2,3.5,7195.21,23.46774,1959,,,,,Williams Fork River,1401000104,CO00717,33,WECC,WACM,IPP Non-CHP,"Mountain Parks Electric, Inc"
hc1305_p01,Peterson,Chittenden,VT,44.6387,-73.1628,Central Vermont Pub Serv Corp,Investor-Owned Utility,Central Vermont Pub Serv Corp,HY,3720,P-2205,38518,49456,Run-of-river/Peaking,FERC License,1,6.3,28383.18,51.42998,1948,,,,,Lamoille River,201000503,VT00031,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1306_p01,Milton,Chittenden,VT,44.6367,-73.118,Central Vermont Pub Serv Corp,Investor-Owned Utility,Central Vermont Pub Serv Corp,HY,3717,P-2205,38518,49456,Run-of-river/Peaking,FERC License,2,7.4,40135.82,61.91506,1929,,,,,Lamoille River,201000503,VT00032,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1307_p01,Clark Falls,Chittenden,VT,44.6415,-73.1135,Central Vermont Pub Serv Corp,Investor-Owned Utility,Central Vermont Pub Serv Corp,HY,3711,P-2205,38518,49456,Run-of-river/Peaking,FERC License,1,3,16273.76,61.92451,1937,,,,,Lamoille River,201000503,VT00033,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1308_p01,Fairfax Falls,Franklin,VT,44.6512,-72.9907,Central Vermont Pub Serv Corp,Investor-Owned Utility,Central Vermont Pub Serv Corp,HY,3712,P-2205,38518,49456,Run-of-river,FERC License,2,3.5,23000.65,75.01843,1919,,,,,Lamoille River,201000503,VT00034,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1309_p01,Blewett,"Anson, Richmond",NC,34.988,-79.8798,"Duke Energy Progress, LLC",Investor-Owned Utility,"Duke Energy Progress, LLC",HY,2707,P-2206,42090,56700,Run-of-river/Peaking,FERC License,6,24.6,101168.8,46.94694,1912,,,,,Pee Dee River,304010405,NC00494,97,SERC,CPLE,Electric Utility,Duke Energy Progress - (NC)
hc1310_p01,Tillery,"Stanly, Montgomery",NC,35.2067,-80.0658,"Duke Energy Progress, LLC",Investor-Owned Utility,"Duke Energy Progress, LLC",HY,2714,P-2206,42090,56700,Peaking,FERC License,4,84,173208.1,23.53883,1928,,,,,Pee Dee River,304010402,NC00547,97,SERC,CPLE,Electric Utility,Duke Energy Progress - (NC)
hc1311_p01,Mosinee,Marathon,WI,44.79,-89.6967,"Specialty Papers Acquisition, LLC",Industrial,"Specialty Papers Acquisition, LLC",HY,50614,P-2207,38444,49395,Run-of-river,FERC License,3,3.4,19557.81,65.66549,1916,,,,,Wisconsin River,707000218,WI00750,75,MRO,MISO,Industrial CHP,Wisconsin Public Service Corp
hc1312_p01,Leesville,"Campbell, Pittsylvania",VA,37.0928,-79.4025,Appalachian Power Co,Investor-Owned Utility,Appalachian Power Co,HY,3777,P-2210,40157,50856,Peaking,FERC License,2,40,61634,17.58961,1964,,,,,Roanoke River,301010113,VA143001,99,SERC,PJM,Electric Utility,Appalachian Power Co
hc1313_p01,Smith Mountain,"Bedford, Pittsylvania",VA,37.041,-79.5359,Appalachian Power Co,Investor-Owned Utility,Appalachian Power Co,HY/PS,3780,P-2210,40157,50856,Peaking,FERC License,5,300.2,341628.4,12.9909,1965,247.3,157390.4,7.265243,1965,Roanoke River,301010107,VA019002,99,SERC,PJM,Electric Utility,Appalachian Power Co
hc1314_p01,Rothschild,Marathon,WI,44.8933,-89.6267,Domtar Paper Company Rothschild,Industrial,Domtar Paper Company Rothschild,HY,50190,P-2212,35259,46199,Run-of-river/Upstream Peaking,FERC License,7,4.4,12432.86,32.25628,1910,,,,,Wisconsin River,707000214,WI00751,75,MRO,MISO,Industrial Non-CHP,Wisconsin Public Service Corp
hc1315_p01,Swift 2,"Skamania, Cowlitz",WA,46.0667,-122.2,PacifiCorp,Investor-Owned Utility,PacifiCorp,HY,6265,P-2213,39620,57857,Peaking,FERC License,2,72,31176,4.942922,1958,,,,,Lewis River,1708000204,WA00258,2,WECC,PACW,Electric Utility,PacifiCorp
hc1316_p01,Robert Moses Niagara,Niagara,NY,43.1422,-79.0402,New York Power Authority,State,New York Power Authority,HY,2693,P-2216,39151,57584,Run-of-river/Peaking,FERC License,13,2429.1,14178135,66.62997,1961,,,,,Niagara River,412010406,NY16253,127,NPCC,NYIS,Electric Utility,New York Power Authority
hc1317_p01,Lewiston,Niagara,NY,43.1428,-79.022,New York Power Authority,State,New York Power Authority,PS,2692,P-2216,39151,57584,Peaking,FERC License,12,,,,,240,511028.4,24.3069,1961,Niagara River,412010406,NY00689,127,NPCC,NYIS,Electric Utility,New York Power Authority
hc1318_p01,Boulder Creek,Garfield,UT,38.045,-111.491,"Garkane Energy Coop, Inc",Cooperative,"Garkane Energy Coop, Inc",HY,3699,P-2219,39320,51313,Run-of-river,FERC License,3,4.2,23576.53,64.08059,1958,,,,,West Fork Boulder Creek,1407000502,UT83025,25,WECC,WACM,Electric Utility,"Garkane Energy Coop, Inc"
hc1319_p01,Ozark Beach,Taney,MO,36.65912,-93.1244,Empire District Electric Co,Investor-Owned Utility,Empire District Electric Co,HY,6280,P-2221,33689,44616,Run-of-river/Upstream Peaking,FERC License,4,16,53739.12,38.34127,1931,,,,,White River,1101000301,MO30088,55,SPP,SWPP,Electric Utility,Empire District Electric Co
hc1320_p01,Blue Lake,Sitka Division,AK,57.0633,-135.192,Sitka City & Borough of,Publicly Owned Utility,Sitka City & Borough of,HY,93,P-2230,39268,50491,Peaking,FERC License,3,15.9,50141.41,35.9994,2014,,,,,Sawmill Creek,,AK00002,1900,,,Electric Utility,City & Borough of Sitka - (AK)
hc1320_p02,Blue Lake Pulp Mill,Sitka Division,AK,57.0633,-135.192,Sitka City & Borough of,Publicly Owned Utility,Sitka City & Borough of,HY,7334,P-2230,39268,50491,Peaking,FERC License,1,0.87,,,2014,,,,,Sawmill Creek,,AK00002,1900,,,,
hc1320_p03,Blue Lake Fish Valve,Sitka Division,AK,57.0633,-135.192,Sitka City & Borough of,Publicly Owned Utility,Sitka City & Borough of,HY,7333,P-2230,39268,50491,Peaking,FERC License,1,0.67,,,2014,,,,,Sawmill Creek,,AK00002,1900,,,,
hc1321_p01,Wateree,Kershaw,SC,34.3367,-80.7015,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3270,P-2232,42328,56914,Run-of-river,FERC License,5,90.5,209319.3,31.15371,1919,,,,,Catawba River,305010401,SC00485,96,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1322_p02,Cedar Creek,"Fairfield, Lancaster",SC,34.5418,-80.8774,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3255,P-2232,42328,56914,Run-of-river,FERC License,3,45,132940.2,33.72404,1926,,,,,Catawba River,305010306,SC01071,96,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1323_p01,Great Falls,Lancaster,SC,34.5592,-80.8917,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3259,P-2232,42328,56914,Run-of-river,FERC License,4,12,6313.88,6.006355,1907,,,,,Catawba River,305010306,SC00140,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1323_p02,Dearborn,Lancaster,SC,34.5592,-80.8917,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3256,P-2232,42328,56914,Run-of-river,FERC License,3,45,148883.5,37.76851,1923,,,,,Catawba River,305010306,SC00140,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1324_p01,Fishing Creek,Chester,SC,34.6008,-80.8904,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3257,P-2232,42328,56914,Run-of-river,FERC License,5,42.3,134748.9,36.36477,1916,,,,,Catawba River,305010306,SC01072,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1325_p01,Wylie,York,SC,35.0211,-81.0081,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3271,P-2232,42328,56914,Run-of-river,FERC License,4,60,132636.9,25.23534,1925,,,,,Catawba River,305010115,SC00685,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1326_p01,Mountain Island,Gaston,NC,35.3359,-80.9852,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2728,P-2232,42328,56914,Run-of-river,FERC License,4,60,107606.9,20.47316,1923,,,,,Catawba River,305010114,NC00787,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1327_p01,Cowans Ford,Lincoln,NC,35.435,-80.9587,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2722,P-2232,42328,56914,Run-of-river,FERC License,4,350,154287.4,5.032203,1963,,,,,Catawba River,305010114,NC05064,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1328_p01,Lookout Shoals,Iredell,NC,35.7575,-81.0908,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2726,P-2232,42328,56914,Run-of-river,FERC License,3,25.8,92049.88,40.72859,1915,,,,,Catawba River,305010110,NC00394,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1329_p01,Oxford,Catawba,NC,35.8214,-81.1922,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2729,P-2232,42328,56914,Run-of-river,FERC License,2,36,97340.47,30.86646,1928,,,,,Catawba River,305010110,NC00329,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1330_p01,Rhodhiss,Caldwell,NC,35.7742,-81.4381,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2730,P-2232,42328,56914,Run-of-river,FERC License,3,25.5,65305.53,29.23517,1925,,,,,Catawba River,305010108,NC00104,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1331_p01,Bridgewater,Burke,NC,35.7433,-81.8387,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,2719,P-2232,42328,56914,Run-of-river,FERC License,3,27.7,57921.29,23.87011,1919,,,,,Linville River,305010103,NC00141,97,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1332_p01,Sullivan,Clackamas,OR,45.3514,-122.617,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,3053,P-2233,38689,49639,Run-of-river,FERC License,15,15.4,113053.9,83.80325,1924,,,,,Willamette River,1709000704,OR00596,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1333_p01,Morgan Falls,"Fulton, Cobb",GA,33.9681,-84.3841,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,717,P-2237,39585,50825,Peaking,FERC License,7,16.8,33650.29,22.86522,1903,,,,,Chattahoochee River,313000111,GA00842,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1334_p01,Kings Dam,Lincoln,WI,45.4817,-89.68,Tomahawk Power & Pulp Co,Industrial,Tomahawk Power & Pulp Co,HY,54568,P-2239,35259,46199,Run-of-river/Upstream Peaking,FERC License,4,2.66,3695,15.85728,1950,,,,,Wisconsin River,707000113,WI00744,75,MRO,,,
hc1335_p01,Carmen Smith,Linn,OR,44.005,-122.112,Eugene Water & Electric Board,Publicly Owned Utility,Eugene Water & Electric Board,HY,3067,P-2242,21553,39778,,FERC License,3,114.3,234809.1,23.45117,1963,,,,,Smith River,1709000403,OR00540,5,WECC,BPAT,Electric Utility,City of Eugene - (OR)
hc1336_p01,Packwood,Lewis,WA,46.5972,-121.558,Energy Northwest,State,Energy Northwest,HY,3929,P-2244,22099,40233,,FERC License,1,27.5,96062.65,39.87657,1964,,,,,"Lake Creek, Cowlitz River",1708000402,WA00150,2,WECC,BPAT,Electric Utility,PUD No 1 of Lewis County
hc1337_p01,Colgate,Yuba,CA,39.3921,-121.141,Yuba County Water Agency,Publicly Owned Utility,Yuba County Water Agency,HY,454,P-2246,23142,42486,,FERC License,2,315,1090738,39.52808,1969,,,,,North Yuba River,1802012504,CA00863,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1337_p02,Fish Power,Yuba,CA,39.3921,-121.141,Yuba County Water Agency,Publicly Owned Utility,Yuba County Water Agency,HY,4229,P-2246,23142,42486,,FERC License,1,0.15,1071,81.50685,1969,,,,,North Yuba River,1802012504,CA00863,9,WECC,,,
hc1337_p03,Narrows 2,Yuba,CA,39.3921,-121.141,Yuba County Water Agency,Publicly Owned Utility,Yuba County Water Agency,HY,455,P-2246,23142,42486,,FERC License,1,46.7,176098.1,43.04609,1969,,,,,North Yuba River,1802012504,CA00863,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1338_p01,Centralia,Wood,WI,44.3683,-89.8567,Domtar Industries Inc,Industrial,Domtar Industries Inc,HY,54103,P-2255,35259,46199,Run-of-river/Upstream Peaking,FERC License,6,3.2,17751.48,63.32578,1913,,,,,Wisconsin River,707000307,WI00816,76,MRO,MISO,Industrial Non-CHP,Wisconsin Power & Light Co
hc1338_p02,Port Edwards,Wood,WI,44.3517,-89.8533,Domtar Industries Inc,Industrial,Domtar Industries Inc,HY,54103,P-2291,35259,46199,Run-of-river/Upstream Peaking,FERC License,5,3.5,19415.68,63.32578,1913,,,,,Wisconsin River,707000307,WI00819,76,MRO,MISO,Industrial Non-CHP,Wisconsin Power & Light Co
hc1339_p01,Wisconsin Rapids,Wood,WI,44.3967,-89.8217,Consolidated Water Power Co,Investor-Owned Utility,Consolidated Water Power Co,HY,3974,P-2256,35259,46199,Run-of-river/Upstream Peaking,FERC License,10,8.8,46091.8,59.79115,1903,,,,,Wisconsin River,707000307,WI00817,76,MRO,MISO,Electric Utility,Consolidated Water Power Co
hc1340_p01,Bowman,Nevada,CA,39.4485,-120.653,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,50546,P-2266,23181,41390,,FERC License,1,3.6,12552.64,39.80416,1986,,,,,Canyon Creek,1802012506,CA00245,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1341_p01,Dutch Flat 2,Nevada,CA,39.2242,-120.836,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,413,P-2266,23181,41390,,FERC License,1,27.3,80849.53,33.80732,1965,,,,,Dutch Flat Canal,1802012601,CA00258,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1342_p01,Chicago Park,Nevada,CA,39.1817,-120.885,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,412,P-2266,23181,41390,,FERC License,1,44,139386.3,36.1629,1965,,,,,Chicago Park Conduit,1802012601,CA82570,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1343_p01,Rollins,"Nevada, Placer",CA,39.1356,-120.953,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,34,P-2266,23181,41390,,FERC License,1,12.1,63671.41,60.06963,1980,,,,,Bear River,1802012603,CA00255,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1344_p01,Salida No. 1,Chaffee,CO,38.5403,-106.248,Public Service Co of Colorado,Investor-Owned Utility,Public Service Co of Colorado,HY,474,P-2275,35552,46503,Run-of-river,FERC License,1,0.6,3025,57.55327,1908,,,,,Fooses Creek,1102000106,CO02450,34,WECC,PSCO,Electric Utility,Public Service Co of Colorado
hc1345_p01,Salida No. 2,Chaffee,CO,38.5402,-106.226,Public Service Co of Colorado,Investor-Owned Utility,Public Service Co of Colorado,HY,475,P-2275,35552,46503,Run-of-river,FERC License,1,0.56,1529,31.16846,1902,,,,,South Fork Arkansas River,1102000106,,34,WECC,,,
hc1346_p01,Taum Sauk,Reynolds,MO,37.5333,-90.8167,Ameren Missouri,Investor-Owned Utility,Ameren Missouri,PS,2108,P-2277,41832,52774,Peaking,FERC License,2,,,,,408,382172.7,10.6929,1963,East Fork Black River,1101000702,MO30040,73,SERC,MISO,Electric Utility,Union Electric Co - (MO)
hc1347_p01,Deer Rips,Androscoggin,ME,44.1362,-70.2023,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1488,P-2283,39096,54419,Intermediate Peaking,FERC License,7,6.5,27404.82,48.12929,1903,,,,,Androscoggin River,104000208,ME00006,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1347_p02,Androscoggin 3,Androscoggin,ME,44.1362,-70.2023,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1480,P-2283,39096,54419,Run-of-river,FERC License,1,3.6,15843.76,50.24023,1928,,,,,Androscoggin River,104000208,ME00006,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1348_p01,Gulf Island,Androscoggin,ME,44.1532,-70.2107,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1491,P-2283,39096,54419,Run-of-river,FERC License,3,19.2,153410.4,91.21144,1926,,,,,Androscoggin River,104000208,ME00007,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1349_p01,Brunswick,Cumberland,ME,43.9206,-69.968,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1483,P-2284,28890,47173,,FERC License,3,19.6,97422.59,56.74133,1982,,,,,Androscoggin River,104000210,ME00001,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1350_p01,Smith,Coos,NH,44.4693,-71.1784,Public Service Co of NH,Investor-Owned Utility,Public Service Co of NH,HY,2368,P-2287,34542,45500,,FERC License,1,15,103476.8,78.74948,1948,,,,,Androscoggin River,104000106,NH00157,130,NPCC,ISNE,Electric Utility,Public Service Co of NH
hc1351_p01,Gorham,Coos,NH,44.3894,-71.1674,Public Service Co of NH,Investor-Owned Utility,Public Service Co of NH,HY,2358,P-2288,34542,45500,,FERC License,4,2.2,11704.12,60.73122,1917,,,,,Androscoggin River,104000201,NH00022,130,NPCC,ISNE,Electric Utility,Public Service Co of NH
hc1352_p01,Kern River No. 3,Tulare,CA,35.9454,-118.478,Southern California Edison Co,Investor-Owned Utility,Southern California Edison Co,HY,339,P-2290,35418,46352,Run-of-river,FERC License,2,40.3,103528.2,29.32577,1921,,,,,North Fork Kern River,1803000105,,10,WECC,CISO,Electric Utility,Southern California Edison Co
hc1353_p01,Nekoosa,Wood,WI,44.3117,-89.8933,Domtar Industries Inc,Industrial,Domtar Industries Inc,HY,50395,P-2292,35259,46199,Run-of-river/Upstream Peaking,FERC License,8,3.9,30208.77,88.42281,1912,,,,,Wisconsin River,707000307,WI00818,76,MRO,MISO,Industrial CHP,Wisconsin Power & Light Co
hc1354_p01,Don Pedro,Tuolumne,CA,37.7007,-120.422,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,439,P-2299,23441,42486,,FERC License,4,170.8,360496.5,24.09401,1971,,,,,Tuolumne River,1804000912,CA00281,9,WECC,TIDC,Electric Utility,Turlock Irrigation District
